threshold,cost,tn,fp,fn,tp,precision,recall,model
0.9597244897959183,18230,85272,23,36,112,0.8296296296296296,0.7567567567567568,XGBoost
0.9496326530612245,18250,85270,25,36,112,0.8175182481751825,0.7567567567567568,XGBoost
0.10191836734693877,18970,84398,897,20,128,0.1248780487804878,0.8648648648648649,XGBoost
0.979908163265306,19690,85276,19,39,109,0.8515625,0.7364864864864865,XGBoost
0.0918265306122449,20050,84290,1005,20,128,0.11297440423654016,0.8648648648648649,XGBoost
0.99,20690,85276,19,41,107,0.8492063492063492,0.722972972972973,XGBoost
0.08173469387755102,21450,84150,1145,20,128,0.10054988216810684,0.8648648648648649,XGBoost
0.07164285714285713,23490,83946,1349,20,128,0.08666215301286391,0.8648648648648649,XGBoost
0.061551020408163265,25000,83695,1600,18,130,0.07514450867052024,0.8783783783783784,XGBoost
0.05145918367346938,28410,83354,1941,18,130,0.06277160791887977,0.8783783783783784,XGBoost
0.04136734693877551,32020,82943,2352,17,131,0.052758759565042286,0.8851351351351351,XGBoost
0.03127551020408163,38930,82252,3043,17,131,0.041272841839949594,0.8851351351351351,XGBoost
0.021183673469387754,50850,81010,4285,16,132,0.02988453701607426,0.8918918918918919,XGBoost
0.011091836734693876,80500,77895,7400,13,135,0.017916390179163903,0.9121621621621622,XGBoost
0.001,417320,43663,41632,2,146,0.0034946622624347744,0.9864864864864865,XGBoost
0.979908163265306,13460,85199,96,25,123,0.5616438356164384,0.831081081081081,Logistic
0.9698163265306122,13670,85178,117,25,123,0.5125,0.831081081081081,Logistic
0.9597244897959183,14020,85143,152,25,123,0.44727272727272727,0.831081081081081,Logistic
0.9496326530612245,14340,85111,184,25,123,0.4006514657980456,0.831081081081081,Logistic
0.9395408163265305,14600,85085,210,25,123,0.36936936936936937,0.831081081081081,Logistic
0.9294489795918367,15090,85036,259,25,123,0.3219895287958115,0.831081081081081,Logistic
0.99,15240,85221,74,29,119,0.616580310880829,0.8040540540540541,Logistic
0.9193571428571428,15430,85002,293,25,123,0.2956730769230769,0.831081081081081,Logistic
0.8487142857142856,15730,84822,473,22,126,0.21035058430717862,0.8513513513513513,Logistic
0.9092653061224489,15780,84967,328,25,123,0.2727272727272727,0.831081081081081,Logistic
0.8688979591836734,15800,84865,430,23,125,0.22522522522522523,0.8445945945945946,Logistic
0.8890816326530612,15810,84914,381,24,124,0.24554455445544554,0.8378378378378378,Logistic
0.8386224489795918,15920,84803,492,22,126,0.20388349514563106,0.8513513513513513,Logistic
0.8588061224489796,16040,84841,454,23,125,0.2158894645941278,0.8445945945945946,Logistic
0.8789897959183672,16090,84886,409,24,124,0.2326454033771107,0.8378378378378378,Logistic
0.899173469387755,16100,84935,360,25,123,0.2546583850931677,0.831081081081081,Logistic
0.8285306122448979,16120,84783,512,22,126,0.1974921630094044,0.8513513513513513,Logistic
0.818438775510204,16330,84762,533,22,126,0.19119878603945373,0.8513513513513513,Logistic
0.8083469387755101,16550,84740,555,22,126,0.18502202643171806,0.8513513513513513,Logistic
0.7982551020408163,16790,84716,579,22,126,0.17872340425531916,0.8513513513513513,Logistic
0.7679795918367346,16940,84651,644,21,127,0.16472114137483787,0.8581081081081081,Logistic
0.7881632653061224,17000,84695,600,22,126,0.17355371900826447,0.8513513513513513,Logistic
